"Name","adamw_lr","alpha","freeze_layers","muon_lr","batch_perplexity","raw_grad_norm","test_accuracy","test_combined_score","test_pearson","train_loss","val_accuracy","val_combined_score","val_pearson"
"hardy-sweep-119","0.0000597020363053947","0.1035131963743049","1","0.00033272578914538383","1.632956862449646","0.9999997967570352","0.8629997970367363","0.8715268183162547","0.880053839595773","0.4903923869132995","0.874","0.874311573723205","0.87462314744641"
"rosy-sweep-354","0.00005754017405653405","0.09879487062914664","1","0.0005494578723816149","1.305050015449524","0.999999676863903","0.8640146133549828","0.8715268000776004","0.879038986800218","0.2662413716316223","0.868","0.8684984044948183","0.8689968089896365"
"fearless-sweep-372","0.00004596646310281224","0.0968351977336527","0","0.0004151597046804906","1.2787504196166992","0.9999996350809888","0.8632027603003857","0.871512923106211","0.8798230859120363","0.24588334560394287","0.87","0.8715444813188169","0.8730889626376338"
"visionary-sweep-67","0.000059794285043556694","0.1247570847835889","5","0.0006266987450175742","1.4866424798965454","0.9999998604216072","0.8636086868276842","0.87148225600257","0.8793558251774558","0.3965202569961548","0.844","0.853284489283992","0.8625689785679841"
"crisp-sweep-348","0.000042168811182884895","0.06313017887283279","0","0.0005059122647859528","1.3275713920593262","0.999999803921952","0.8638116500913334","0.8714722846814498","0.8791329192715661","0.28335124254226685","0.866","0.8647965077016688","0.8635930154033378"
"smart-sweep-31","0.00006363063593921581","0.11572606104001287","5","0.0004423789966918028","1.398278832435608","0.9999999084039636","0.8640146133549828","0.8714720499869864","0.87892948661899","0.3352421224117279","0.854","0.8595751795463782","0.8651503590927564"
"copper-sweep-175","0.00008056838618504338","0.07013308830321445","3","0.0004380494713348281","1.2916029691696167","0.999999762998923","0.8629997970367363","0.8714537127048929","0.8799076283730495","0.25588399171829224","0.866","0.8678812424935749","0.8697624849871498"
"earnest-sweep-63","0.00005368329260103029","0.058626884488703575","3","0.0003524787319222351","1.5486987829208374","0.9999998365491074","0.86198498071849","0.8714310724788532","0.8808771642392164","0.43741509318351746","0.868","0.8717486289074814","0.8754972578149629"
"effortless-sweep-368","0.00006824393319751922","0.09893524141130776","4","0.0003624374337912268","1.4935438632965088","0.9999999832237954","0.8625938705094378","0.8714252824542503","0.8802566943990627","0.4011516571044922","0.866","0.8677287518904053","0.8694575037808108"
"expert-sweep-126","0.00004643110558670969","0.1275645432848097","6","0.0005832970628567225","1.4747477769851685","0.999999852730379","0.8603612746092957","0.8713930048116807","0.8824247350140658","0.3884869515895843","0.858","0.8651073921776467","0.8722147843552933"
"vital-sweep-188","0.00007007171692201981","0.06635553678525392","2","0.0006552622089725835","1.2773176431655884","0.9999997791051536","0.8664501725187741","0.8713843740783926","0.8763185756380111","0.24476227164268496","0.866","0.868116135557964","0.8702322711159279"
"generous-sweep-73","0.00005968176982019703","0.10734366273413196","5","0.0006352801371377291","1.370666742324829","0.999999764320772","0.8621879439821393","0.8713523476804386","0.880516751378738","0.31529736518859863","0.866","0.8679779149981681","0.8699558299963361"
"magic-sweep-373","0.00006451177735763228","0.12456171771476576","3","0.0004278051658412871","1.378078818321228","0.9999998128365304","0.8636086868276842","0.8713255040288175","0.8790423212299509","0.3206903636455536","0.872","0.87231126041452","0.8726225208290401"
"major-sweep-371","0.00005643258107786191","0.09365414766892552","0","0.0004443015459661154","1.3268388509750366","0.9999998133529552","0.8607672011365943","0.8713205425055415","0.8818738838744886","0.2827993631362915","0.864","0.8675050672180825","0.871010134436165"
"upbeat-sweep-48","0.00007781909197762683","0.0748804876902665","4","0.0004981892428685578","1.338641881942749","0.999999810039064","0.86198498071849","0.8712649115230406","0.8805448423275912","0.29165562987327576","0.872","0.87063730050678","0.86927460101356"
"glowing-sweep-312","0.00007521559782066384","0.06004429940853725","4","0.0005041138894421958","1.3037689924240112","0.999999787316008","0.86198498071849","0.8712536525616568","0.8805223244048236","0.26525935530662537","0.882","0.8753489979979928","0.8686979959959856"
"royal-sweep-329","0.00007702799792123452","0.07427865941737051","5","0.00039197170682572807","1.398270845413208","0.9999998642317404","0.8591434950274001","0.8712340958350482","0.8833246966426962","0.33523645997047424","0.858","0.865812073401666","0.873624146803332"
"distinctive-sweep-318","0.000060499587598615514","0.07119863785534036","5","0.0007483287929475217","1.2855430841445925","0.9999997413499548","0.8607672011365943","0.8712161473569267","0.8816650935772589","0.2511812150478363","0.854","0.8649544312525198","0.8759088625050396"
"robust-sweep-50","0.000058260495464784646","0.05567256831368829","2","0.00043807634043037033","1.2601733207702637","0.9999997132106349","0.8613760909275421","0.8712080125687327","0.8810399342099233","0.23124921321868896","0.86","0.8666560082024881","0.8733120164049764"
"summer-sweep-167","0.0000903196396222492","0.11345032243688408","0","0.000623919150063592","1.2802540063858032","0.9999995899913816","0.8674649888370205","0.8711963791475112","0.8749277694580021","0.2470584511756897","0.87","0.8685577851856369","0.8671155703712737"
"smooth-sweep-147","0.00008439258097820692","0.10875403324297928","5","0.0004627173845154172","1.3706016540527344","0.999999781135268","0.862796833773087","0.8711521496405978","0.8795074655081088","0.31524986028671265","0.86","0.8635420891808708","0.8670841783617417"
"summer-sweep-17","0.00004107090521346573","0.11309070805660112","0","0.0004484590588446807","1.4750096797943115","0.9999999315759276","0.8617820174548406","0.8711378556353937","0.8804936938159467","0.38866451382637024","0.868","0.8724598640082579","0.876919728016516"
"divine-sweep-56","0.0000636205583361381","0.10592186077428624","2","0.0005523834426516071","1.357658863067627","0.9999998830470356","0.8640146133549828","0.8711187661468185","0.8782229189386542","0.30576181411743164","0.866","0.8688573000592399","0.8717146001184798"
"efficient-sweep-84","0.00005529774052675368","0.1040217527997763","3","0.0003809560477113143","1.4692028760910034","0.9999999436203028","0.8615790541911914","0.8710804754407703","0.8805818966903491","0.3847199678421021","0.86","0.866852320041853","0.8737046400837059"
"glorious-sweep-109","0.00006397712307847946","0.05969837782802435","3","0.0003387965666313847","1.510131597518921","0.9999999474300644","0.86198498071849","0.8710289637982801","0.8800729468780703","0.4121967852115631","0.872","0.8733575523019397","0.8747151046038795"
"upbeat-sweep-294","0.000043444508541941664","0.05535590258551563","2","0.0004985925370326853","1.2467542886734009","0.9999997709963452","0.8640146133549828","0.8709192361832978","0.877823859011613","0.22054359316825867","0.864","0.8684699419621023","0.8729398839242046"
"royal-sweep-330","0.00004934847443327733","0.05752653801718812","3","0.00034830926073410373","1.5558937788009644","0.9999998631886756","0.8609701644002435","0.87086272167866","0.8807552789570763","0.44205009937286377","0.868","0.8718589035170461","0.8757178070340921"
"fragrant-sweep-378","0.000050471693859196904","0.11357865599073176","4","0.0007229643080168398","1.3066918849945068","0.9999996864065448","0.8632027603003857","0.8708601041866009","0.878517448072816","0.2674986720085144","0.86","0.8659092952439671","0.8718185904879342"
"chocolate-sweep-243","0.00004911579299626773","0.09392009356560858","3","0.0004449093481589143","1.340484380722046","0.9999998163179092","0.8636086868276842","0.8708587525411834","0.8781088182546826","0.29303106665611267","0.864","0.8680865739253196","0.8721731478506394"
"denim-sweep-74","0.00004045410285912244","0.10939934403468464","2","0.0006498483756178563","1.334516167640686","0.999999649993058","0.8654353562005277","0.870824263853081","0.8762131715056342","0.28856879472732544","0.852","0.8615084790306737","0.8710169580613475"
"bumbling-sweep-377","0.0000400722509071927","0.06071146312754144","6","0.0007158901788971004","1.2823777198791504","0.9999997755976994","0.8613760909275421","0.8708048536608317","0.8802336163941215","0.24871593713760376","0.862","0.8666305454576351","0.8712610909152703"
"fanciful-sweep-196","0.000039314821692500333","0.07727723780732476","3","0.0003596697346309606","1.5513737201690674","0.9999998152170118","0.8607672011365943","0.8707855079076774","0.8808038146787606","0.43914079666137695","0.86","0.8672129524217211","0.8744259048434423"
"super-sweep-190","0.00006003721655857685","0.0586000155732693","5","0.0007159295079846445","1.2900978326797483","0.9999997905207852","0.8609701644002435","0.8707520227354328","0.8805338810706221","0.25471800565719604","0.852","0.8604921306173098","0.8689842612346196"
"brisk-sweep-220","0.000070262460856843","0.11980158564774654","7","0.0005868410316869238","1.4351282119750977","0.9999997888693724","0.8613760909275421","0.8707391723643703","0.8801022538011986","0.36125415563583374","0.864","0.8676743026110059","0.8713486052220117"
"prime-sweep-267","0.00006932270806050489","0.10579861123899575","7","0.00039200131773321057","1.5056675672531128","0.9999999211643882","0.8597523848183479","0.8707150673565239","0.8816777498946999","0.4092363119125366","0.854","0.8662525767965721","0.8785051535931443"
"absurd-sweep-259","0.00005008639545421535","0.08597564763684987","5","0.0006899508327198487","1.3387081623077393","0.9999998503355296","0.8609701644002435","0.8707118485305094","0.8804535326607752","0.29170510172843933","0.846","0.8577994920086134","0.8695989840172267"
"cool-sweep-375","0.00004391891758552446","0.11776222109049966","3","0.00038649526712334974","1.495197057723999","0.9999999042622596","0.8611731276638929","0.8706893269672265","0.88020552627056","0.402258038520813","0.862","0.8681714474928885","0.8743428949857771"
"celestial-sweep-253","0.000043957514200347096","0.08643594331319485","2","0.0003639844843662756","1.3642473220825195","0.9999998500702768","0.8615790541911914","0.8706625870919109","0.8797461199926305","0.3106027841567993","0.86","0.8687248480877051","0.8774496961754102"
"dazzling-sweep-288","0.00004026131927286239","0.07598270106112381","1","0.00035827475269916147","1.333614468574524","0.9999997832982372","0.8623909072457885","0.8705865933599275","0.8787822794740664","0.2878928780555725","0.87","0.8695304059678124","0.8690608119356249"
"leafy-sweep-86","0.00004108832682031549","0.08821156674318814","5","0.0004679308626087381","1.3908852338790894","0.999999866208774","0.8611731276638929","0.8705776850876914","0.87998224251149","0.32994043827056885","0.858","0.8618422050668837","0.8656844101337673"
"swept-sweep-95","0.00007089553094048917","0.12517781346882909","6","0.0004509967577973199","1.7036279439926147","0.9999999162227236","0.8589405317637507","0.8705211391335477","0.8821017465033446","0.5327600836753845","0.862","0.8680763495089243","0.8741526990178486"
